"gvkey","year","Filing","Date","Restate_Int"
161977,2009,"0001362310-09-005305","4/14/2009",0
161994,2005,"0001193125-05-068422","4/1/2005",0
161994,2006,"0001193125-06-057525","3/17/2006",0
161994,2007,"0000950153-07-000536","3/12/2007",0
161997,2005,"0001193125-05-031189","2/16/2005",0
161997,2006,"0001193125-06-037536","2/23/2006",0
161997,2007,"0001193125-07-037052","2/22/2007",0
161997,2008,"0001193125-08-034708","2/21/2008",0
161997,2009,"0001193125-09-036340","2/24/2009",1
162048,2005,"0001047469-05-008595","3/31/2005",0
162048,2006,"0001104659-06-024812","4/13/2006",0
162064,2008,"0001144204-08-019369","3/31/2008",0
162064,2009,"0001144204-09-018040","3/31/2009",0
162076,2005,"0000950134-05-006538","3/31/2005",0
162076,2006,"0000950134-06-005211","3/16/2006",0
162076,2007,"0000950134-07-004579","3/1/2007",0
162076,2008,"0000950134-08-003580","2/27/2008",0
162076,2009,"0001362310-09-002961","2/27/2009",0
162122,2005,"0001104659-05-013871","3/30/2005",0
162122,2006,"0001104659-06-020477","3/30/2006",0
162127,2006,"0000950123-06-003732","3/28/2006",0
162127,2007,"0001362310-07-000249","3/9/2007",0
162127,2008,"0000950123-08-003048","3/17/2008",0
162127,2009,"0001362310-09-003899","3/16/2009",0
162129,2005,"0001193125-05-159170","8/5/2005",0
162129,2006,"0001193125-06-170786","8/11/2006",0
162129,2007,"0001193125-07-177117","8/9/2007",0
162129,2008,"0001193125-08-159285","7/29/2008",0
162129,2009,"0001193125-09-154839","7/24/2009",0
162146,2008,"0001019687-08-002872","6/30/2008",0
162146,2009,"0001019687-09-002392","7/1/2009",0
162198,2005,"0001193125-05-116748","5/27/2005",0
162221,2006,"0001104659-06-025253","4/14/2006",0
162221,2007,"0001104659-07-024292","3/30/2007",0
162233,2009,"0001171843-09-000222","3/10/2009",0
162234,2005,"0000950124-05-002456","4/15/2005",0
162254,2008,"0000950123-08-002318","2/29/2008",0
162254,2009,"0000950134-09-002731","2/13/2009",0
162264,2005,"0001047469-05-008551","3/31/2005",0
162264,2006,"0001104659-06-016099","3/13/2006",0
162264,2007,"0001104659-07-020076","3/16/2007",0
162264,2008,"0001104659-08-017299","3/13/2008",0
162264,2009,"0001104659-09-017114","3/12/2009",0
162283,2006,"0001193125-06-068957","3/31/2006",0
162283,2007,"0001193125-07-044534","3/1/2007",0
162283,2008,"0001193125-08-043940","2/29/2008",0
162283,2009,"0001320934-09-000006","2/27/2009",0
162284,2008,"0001144204-08-022562","4/15/2008",0
162329,2005,"0000930413-05-002333","3/31/2005",0
162329,2006,"0001144204-06-013250","3/31/2006",0
162329,2007,"0001144204-07-016327","4/2/2007",0
162329,2008,"0001144204-08-019179","3/31/2008",0
162329,2009,"0001071411-09-000021","3/31/2009",0
162335,2005,"0001104659-05-028444","6/15/2005",0
162335,2006,"0001005794-06-000290","6/14/2006",0
162335,2007,"0001005794-07-000315","6/14/2007",0
162335,2008,"0001005794-08-000191","6/13/2008",0
162335,2009,"0001005794-09-000129","6/15/2009",0
162336,2005,"0001193125-05-065539","3/31/2005",0
162336,2006,"0001193125-06-049855","3/10/2006",0
162336,2007,"0001193125-07-046428","3/5/2007",0
162336,2008,"0001193125-08-043041","2/29/2008",0
162338,2005,"0000950124-05-002037","3/30/2005",0
162338,2006,"0001193125-06-058799","3/20/2006",0
162338,2007,"0001193125-07-058528","3/20/2007",0
162338,2008,"0001193125-08-054209","3/12/2008",0
162338,2009,"0001193125-09-053874","3/13/2009",0
162355,2005,"0000950135-05-007020","12/19/2005",0
162355,2006,"0000950135-06-007433","12/14/2006",0
162356,2005,"0000950144-05-003333","3/31/2005",0
162356,2006,"0000950144-06-002995","3/31/2006",0
162356,2007,"0000950144-07-002319","3/16/2007",0
162378,2005,"0001193125-05-078828","4/19/2005",0
162401,2005,"0001047469-05-006541","3/15/2005",0
162401,2006,"0001047469-06-003610","3/17/2006",0
162403,2007,"0001193125-07-052145","3/12/2007",0
162404,2006,"0000950144-06-002969","3/31/2006",0
162404,2007,"0000950144-07-002315","3/16/2007",0
162404,2008,"0000950144-08-001999","3/17/2008",0
162404,2009,"0000950144-09-002257","3/16/2009",0
162448,2005,"0001047469-05-008568","3/31/2005",0
162448,2006,"0001104659-06-017335","3/16/2006",0
162448,2007,"0001193125-07-044268","3/1/2007",0
162448,2008,"0001193125-08-043632","2/29/2008",0
162448,2009,"0001193125-09-042600","3/2/2009",0
162449,2007,"0001193125-07-070775","3/30/2007",0
162449,2008,"0001193125-08-058929","3/17/2008",0
162449,2009,"0001193125-09-055465","3/16/2009",0
162459,2005,"0000950134-05-005257","3/16/2005",0
162459,2006,"0001193125-06-044144","3/3/2006",0
162459,2007,"0001193125-07-041319","2/28/2007",0
162459,2008,"0001193125-08-038974","2/27/2008",0
162459,2009,"0001047469-09-001731","2/24/2009",0
162488,2009,"0001193125-09-070543","4/1/2009",0
162497,2006,"0001047469-06-003680","3/20/2006",0
162497,2007,"0001104659-07-019609","3/15/2007",0
162497,2008,"0001193125-08-055550","3/13/2008",0
162497,2009,"0001193125-09-055387","3/16/2009",1
162501,2005,"0001047469-05-008563","3/31/2005",0
162501,2006,"0001144204-06-009896","3/15/2006",0
162501,2007,"0001144204-07-012727","3/15/2007",0
162501,2008,"0001144204-08-014420","3/11/2008",0
162501,2009,"0001188112-09-000520","3/11/2009",0
162699,2008,"0001104659-08-020573","3/28/2008",0
162699,2009,"0000950134-09-006629","3/31/2009",0
162701,2007,"0000950144-07-001776","3/1/2007",0
162701,2008,"0000950144-08-004924","6/19/2008",0
162701,2009,"0000950123-09-018248","6/29/2009",0
162733,2005,"0001104659-05-061808","12/20/2005",0
162733,2006,"0001104659-06-082159","12/18/2006",0
162733,2008,"0000891618-08-000411","8/19/2008",0
162733,2009,"0000950134-09-000524","1/14/2009",1
162742,2006,"0001193125-06-060993","3/23/2006",0
162742,2007,"0001193125-07-053438","3/13/2007",0
162742,2008,"0000950152-08-001884","3/12/2008",0
162742,2009,"0000950152-09-002601","3/13/2009",0
162770,2007,"0001047469-07-002238","3/28/2007",0
162770,2009,"0001047469-09-003196","3/26/2009",0
162796,2006,"0000950133-06-005183","12/1/2006",0
162796,2007,"0000950133-07-005127","12/28/2007",0
162796,2008,"0000950133-08-004115","12/23/2008",0
162796,2009,"0000950123-09-073381","12/24/2009",0
162809,2006,"0000950134-06-005447","3/17/2006",0
162809,2007,"0000891618-07-000140","3/7/2007",0
162875,2006,"0001144204-06-013332","4/3/2006",0
162875,2007,"0001144204-07-015145","3/29/2007",1
162876,2006,"0001193125-06-080507","4/14/2006",0
162876,2007,"0001193125-07-056013","3/16/2007",0
162876,2008,"0001193125-08-057249","3/14/2008",0
162876,2009,"0001193125-09-053143","3/13/2009",0
162887,2006,"0001104659-06-012220","2/27/2006",0
162887,2007,"0001104659-07-014481","2/27/2007",0
162887,2008,"0001193125-08-053011","3/11/2008",0
162887,2009,"0001193125-09-046182","3/5/2009",0
162894,2005,"0001193125-05-240951","12/13/2005",0
162894,2006,"0001193125-06-247923","12/7/2006",0
162894,2007,"0001193125-07-255946","11/29/2007",0
162894,2008,"0001193125-08-245905","12/1/2008",0
162894,2009,"0001193125-09-243949","11/30/2009",0
162897,2006,"0000950137-06-003728","3/24/2006",0
162897,2007,"0000950137-07-003124","3/1/2007",0
162906,2006,"0001047469-06-000766","1/24/2006",0
162906,2007,"0001104659-07-004148","1/24/2007",0
162906,2008,"0001047469-08-000523","1/24/2008",0
162906,2009,"0001047469-09-000349","1/23/2009",0
162907,2006,"0001193125-06-036021","2/22/2006",0
162907,2007,"0001193125-07-042677","2/28/2007",0
162907,2008,"0001193125-08-054689","3/13/2008",0
162907,2009,"0001193125-09-057906","3/19/2009",0
162909,2007,"0001104659-07-019925","3/16/2007",0
162909,2008,"0001104659-08-017710","3/14/2008",0
162909,2009,"0001104659-09-013236","3/2/2009",0
162928,2008,"0001342505-08-000005","3/31/2008",0
162928,2009,"0001140361-09-008437","4/1/2009",0
162938,2005,"0001104659-05-015398","4/6/2005",0
162941,2008,"0001144204-08-024931","4/29/2008",0
162941,2009,"0001144204-09-019656","4/9/2009",0
162956,2005,"0001193125-05-250459","12/29/2005",1
162956,2006,"0001193125-06-261727","12/29/2006",0
162956,2007,"0001193125-07-273012","12/28/2007",0
162957,2006,"0001104659-06-021127","3/31/2006",0
162957,2007,"0001104659-07-019908","3/16/2007",0
162957,2008,"0001104659-08-014150","2/29/2008",0
162957,2009,"0001104659-09-013421","3/2/2009",0
162958,2007,"0001193125-07-061689","3/22/2007",0
162958,2008,"0001193125-08-057411","3/14/2008",0
162958,2009,"0001193125-09-053737","3/13/2009",0
162988,2006,"0001104659-06-018666","3/23/2006",0
162988,2007,"0001104659-07-022503","3/27/2007",0
162988,2008,"0001047469-08-003387","3/25/2008",0
162988,2009,"0001047469-09-003015","3/23/2009",0
163022,2006,"0000950153-06-000844","3/30/2006",0
163022,2007,"0000950153-07-000685","3/30/2007",0
163023,2006,"0001104659-06-013248","3/1/2006",0
163023,2007,"0001104659-07-015362","3/1/2007",0
163023,2008,"0001047469-08-001495","2/20/2008",0
163023,2009,"0001104659-09-015689","3/10/2009",0
163036,2006,"0000950134-06-004905","3/13/2006",0
163036,2007,"0000950134-07-005357","3/12/2007",0
163036,2008,"0000950134-08-004136","3/5/2008",0
163036,2009,"0000950134-09-004066","3/2/2009",0
163041,2007,"0001193125-07-208783","9/27/2007",1
163041,2008,"0001144204-08-054365","9/24/2008",0
163041,2009,"0001144204-09-050353","9/28/2009",0
163051,2009,"0001104659-09-024215","4/15/2009",0
163102,2006,"0000891618-06-000264","6/16/2006",0
163102,2007,"0000950134-07-013078","6/7/2007",0
163102,2008,"0000891618-08-000309","6/12/2008",0
163113,2006,"0001193125-06-060058","3/21/2006",0
163113,2007,"0001193125-07-036604","2/22/2007",0
163113,2008,"0001193125-08-036303","2/22/2008",0
163113,2009,"0001193125-09-034166","2/20/2009",0
163118,2005,"0001193125-05-234771","12/1/2005",0
163118,2006,"0001193125-06-244913","12/1/2006",0
163118,2007,"0001193125-07-255544","11/29/2007",0
163118,2008,"0001193125-08-242720","11/25/2008",0
163118,2009,"0001193125-09-240833","11/24/2009",0
163124,2009,"0001193125-09-047383","3/6/2009",0
163429,2007,"0001193125-07-057365","3/19/2007",0
163492,2005,"0001104659-05-016289","4/13/2005",0
163586,2006,"0001193125-06-045229","3/6/2006",0
163586,2007,"0001193125-07-045493","3/2/2007",0
163586,2008,"0000950144-08-000703","2/6/2008",0
163586,2009,"0000950144-09-000625","2/5/2009",0
163594,2005,"0001047469-05-022835","9/13/2005",0
163594,2007,"0001047469-07-001856","3/16/2007",0
163594,2008,"0001047469-08-002389","3/10/2008",0
163594,2009,"0001047469-09-002373","3/9/2009",0
163595,2007,"0001019687-07-000690","3/12/2007",0
163595,2008,"0001019687-08-001360","3/27/2008",0
163595,2009,"0001019687-09-001147","3/31/2009",0
163596,2008,"0001140905-08-000085","6/19/2008",0
163596,2009,"0001140905-09-000084","6/29/2009",1
163627,2005,"0000950134-05-019876","10/27/2005",0
163627,2006,"0000950134-06-019041","10/13/2006",0
163627,2007,"0000950134-07-021221","10/12/2007",0
163627,2008,"0000950134-08-017164","9/25/2008",0
163627,2009,"0000950123-09-047352","9/30/2009",0
163628,2005,"0000950123-05-011561","9/28/2005",0
163629,2006,"0000950133-06-001512","3/29/2006",0
163629,2007,"0000950133-07-000891","3/1/2007",0
163629,2008,"0000950133-08-000870","2/28/2008",0
163629,2009,"0000950133-09-000545","3/2/2009",0
163668,2006,"0000947871-06-000589","3/27/2006",0
163668,2007,"0001140361-07-005892","3/16/2007",0
163668,2008,"0001140361-08-006886","3/17/2008",0
163668,2009,"0001140361-09-006928","3/13/2009",0
163669,2006,"0000950124-06-001277","3/16/2006",0
163669,2007,"0000950124-07-001383","3/8/2007",0
163669,2008,"0000950124-08-000983","2/29/2008",0
163669,2009,"0000950152-09-001852","2/26/2009",0
163672,2005,"0001193125-05-235992","12/2/2005",0
163679,2006,"0001193125-06-048302","3/8/2006",0
163679,2007,"0001193125-07-048925","3/8/2007",0
163679,2008,"0001193125-08-046340","3/4/2008",0
163679,2009,"0001193125-09-039062","2/26/2009",1
163685,2006,"0000919574-06-001657","3/15/2006",0
163685,2007,"0000950136-07-001226","2/28/2007",0
163685,2008,"0000950136-08-001032","2/29/2008",0
163685,2009,"0000919574-09-004297","3/2/2009",0
163720,2006,"0001104659-06-014373","3/7/2006",0
163720,2007,"0001104659-07-019126","3/14/2007",0
163721,2006,"0001193125-06-062577","3/24/2006",0
163765,2008,"0000950136-08-001652","3/31/2008",0
163765,2009,"0001193125-09-068966","3/31/2009",0
163768,2008,"0000950133-08-001290","3/27/2008",0
163768,2009,"0000950133-09-000875","3/27/2009",0
163771,2006,"0001047469-06-002250","2/22/2006",0
163771,2007,"0001104659-07-020119","3/16/2007",0
163771,2008,"0001193125-08-043835","2/29/2008",0
163771,2009,"0001193125-09-055604","3/16/2009",0
163772,2006,"0001193125-06-053968","3/15/2006",0
163772,2007,"0001193125-07-041086","2/27/2007",0
163772,2008,"0001193125-08-041989","2/28/2008",0
163772,2009,"0001193125-09-108884","5/13/2009",0
163877,2005,"0000950144-05-009886","9/28/2005",0
163877,2006,"0000950144-06-009144","9/28/2006",0
163877,2007,"0000950144-07-008342","8/31/2007",0
163877,2008,"0001362310-08-005017","9/5/2008",0
163877,2009,"0000950123-09-040202","9/1/2009",0
163878,2007,"0000950137-07-003294","3/5/2007",0
163878,2008,"0001193125-08-047961","3/5/2008",0
163878,2009,"0001193125-09-037219","2/25/2009",0
163879,2006,"0001047469-06-004210","3/29/2006",0
163879,2007,"0001047469-07-001738","3/13/2007",0
163879,2008,"0001047469-08-002511","3/11/2008",0
163879,2009,"0001047469-09-002495","3/11/2009",0
163887,2006,"0000950137-06-003886","3/29/2006",0
163887,2007,"0000950137-07-004041","3/19/2007",0
163887,2008,"0000950137-08-003840","3/18/2008",0
163887,2009,"0001047469-09-002534","3/12/2009",0
163889,2006,"0001193125-06-070752","3/31/2006",0
163889,2007,"0001193125-07-072408","4/2/2007",0
163889,2008,"0001193125-08-059018","3/17/2008",0
163889,2009,"0001193125-09-054917","3/16/2009",0
163891,2006,"0001193125-06-063939","3/27/2006",0
163891,2007,"0001193125-07-056995","3/16/2007",0
163891,2008,"0001193125-08-053122","3/12/2008",0
163891,2009,"0001193125-09-053838","3/13/2009",1
163893,2005,"0001104659-05-058415","12/1/2005",0
163893,2006,"0001104659-06-077486","11/22/2006",0
163893,2007,"0001047469-07-009476","11/21/2007",0
163893,2008,"0001047469-08-012499","11/24/2008",0
163893,2009,"0001047469-09-010356","11/20/2009",0
163916,2006,"0001193125-06-048382","3/8/2006",0
163916,2007,"0001193125-07-050807","3/9/2007",0
163916,2008,"0001047469-08-002496","3/11/2008",0
163916,2009,"0001144204-09-012695","3/6/2009",0
163919,2008,"0001047469-08-001468","2/19/2008",0
163921,2006,"0000950134-06-004155","3/3/2006",0
163921,2007,"0000950134-07-004338","2/28/2007",0
163921,2008,"0000950134-08-003455","2/26/2008",0
163921,2009,"0000950134-09-003804","2/26/2009",0
163922,2006,"0000950133-06-001598","3/31/2006",0
163927,2006,"0001104659-06-019414","3/27/2006",0
163927,2007,"0001104659-07-019227","3/14/2007",0
163927,2008,"0001047469-08-001942","2/28/2008",0
163927,2009,"0001047469-09-002016","2/27/2009",0
163929,2006,"0000950152-06-001761","3/7/2006",0
163929,2007,"0000950152-07-001954","3/9/2007",0
163930,2006,"0000922423-06-000315","2/27/2006",0
163930,2007,"0000922423-07-000201","2/9/2007",0
163930,2008,"0000922423-08-000288","2/29/2008",0
163930,2009,"0000922423-09-000226","3/2/2009",0
163931,2009,"0001140361-09-007160","3/16/2009",0
163933,2006,"0001193125-06-036778","2/22/2006",0
163933,2007,"0001193125-07-035944","2/21/2007",0
163933,2008,"0001193125-08-052891","3/11/2008",0
163933,2009,"0001193125-09-035080","2/23/2009",0
163935,2006,"0001104659-06-021370","3/31/2006",0
163935,2007,"0001104659-07-020106","3/16/2007",0
163935,2008,"0001047469-08-002790","3/14/2008",0
163935,2009,"0001047469-09-002646","3/13/2009",0
163939,2006,"0000950134-06-005080","3/15/2006",0
163939,2007,"0000950134-07-005694","3/15/2007",0
163939,2008,"0000950134-08-004535","3/11/2008",0
163939,2009,"0000950134-09-007330","4/10/2009",0
163946,2006,"0001047469-06-003695","3/20/2006",0
163946,2007,"0001104659-07-014916","2/28/2007",0
163946,2008,"0001047469-08-001816","2/27/2008",0
163946,2009,"0001047469-09-001858","2/26/2009",0
163948,2006,"0000950123-06-004231","4/5/2006",0
163948,2007,"0000950123-07-003351","3/7/2007",0
163948,2008,"0000950123-08-002139","2/26/2008",0
163948,2009,"0000950123-09-003260","2/23/2009",0
163975,2006,"0001193125-06-139492","6/29/2006",0
163975,2007,"0001193125-07-147412","6/29/2007",0
163975,2008,"0001144204-08-034076","6/6/2008",0
163977,2006,"0000950134-06-005550","3/21/2006",0
163977,2007,"0000950137-07-003768","3/14/2007",0
163977,2008,"0000950137-08-003097","2/29/2008",0
163977,2009,"0001193125-09-055378","3/16/2009",0
163983,2006,"0000950137-06-003881","3/29/2006",0
163983,2007,"0000950137-07-002870","2/27/2007",0
163983,2008,"0000950137-08-002949","2/28/2008",0
163983,2009,"0000950137-09-001323","2/26/2009",0
163984,2007,"0001193125-07-044040","3/1/2007",0
163984,2008,"0001193125-08-064560","3/25/2008",0
163984,2009,"0001193125-09-042753","3/2/2009",0
163987,2006,"0001193125-06-070192","3/31/2006",0
163987,2007,"0001193125-07-057195","3/16/2007",0
163987,2008,"0001193125-08-043903","2/29/2008",0
163987,2009,"0001193125-09-047628","3/6/2009",0
164075,2006,"0001193125-06-047271","3/7/2006",0
164075,2007,"0001328650-07-000015","3/8/2007",0
164075,2008,"0001328650-08-000015","3/17/2008",0
164099,2008,"0001193125-08-183568","8/25/2008",0
164099,2009,"0001193125-09-182999","8/27/2009",0
164109,2006,"0000950128-06-000093","5/31/2006",0
164109,2007,"0001104659-07-024377","3/30/2007",0
164109,2008,"0001104659-08-014079","2/29/2008",0
164109,2009,"0001326428-09-000008","2/26/2009",0
164116,2006,"0001317945-06-000011","3/31/2006",0
164116,2007,"0001317945-07-000004","4/2/2007",0
164116,2008,"0001317945-08-000004","3/28/2008",0
164116,2009,"0001317945-09-000005","3/18/2009",0
164247,2007,"0001193125-07-072428","4/2/2007",0
164247,2008,"0001193125-08-076428","4/7/2008",0
164247,2009,"0001360474-09-000004","3/27/2009",0
164255,2006,"0001104659-06-020258","3/29/2006",0
164255,2007,"0001193125-07-072425","4/2/2007",0
164255,2008,"0001193125-08-058732","3/17/2008",0
164255,2009,"0001193125-09-055602","3/16/2009",0
164266,2009,"0001193125-09-055441","3/16/2009",0
164270,2008,"0000950134-08-004725","3/13/2008",0
164270,2009,"0001203957-09-000006","3/13/2009",1
164271,2005,"0001047469-05-017761","6/21/2005",0
164271,2006,"0001047469-06-008942","6/28/2006",0
164271,2007,"0001104659-07-048121","6/18/2007",0
164271,2008,"0001047469-08-007563","6/18/2008",0
164271,2009,"0001047469-09-005881","5/21/2009",0
164296,2009,"0000950133-09-000442","2/26/2009",0
164369,2006,"0000950133-06-001204","3/13/2006",0
164369,2007,"0000950133-07-000926","3/2/2007",0
164369,2008,"0000950133-08-001075","3/14/2008",0
164369,2009,"0000950133-09-000734","3/13/2009",0
164408,2007,"0001193125-07-056899","3/16/2007",0
164408,2008,"0001144204-08-015298","3/14/2008",0
164408,2009,"0001144204-09-011294","2/27/2009",0
164411,2009,"0001144204-09-015060","3/19/2009",0
164416,2006,"0000950135-06-001656","3/16/2006",0
164416,2007,"0000950135-07-001336","3/2/2007",0
164416,2008,"0000950135-08-001149","2/25/2008",0
164416,2009,"0000950135-09-000964","2/13/2009",0
164422,2006,"0000950123-06-003883","3/30/2006",0
164422,2007,"0000950123-07-003937","3/16/2007",0
164422,2008,"0000950123-08-002279","2/28/2008",0
164422,2009,"0000950123-09-003327","2/24/2009",0
164432,2006,"0001193125-06-068656","3/30/2006",0
164432,2007,"0001193125-07-050182","3/9/2007",0
164432,2008,"0001193125-08-049421","3/7/2008",0
164432,2009,"0001193125-09-039939","2/27/2009",0
164494,2007,"0000950134-07-004752","3/5/2007",0
164494,2008,"0000950134-08-003215","2/22/2008",0
164494,2009,"0000950134-09-003379","2/20/2009",0
164506,2006,"0000950137-06-003545","3/22/2006",0
164506,2007,"0000950137-07-003108","3/1/2007",0
164506,2008,"0001047469-08-002056","2/29/2008",0
164506,2009,"0001193125-09-042751","3/2/2009",0
164510,2007,"0001144204-07-016258","4/2/2007",0
164510,2008,"0001047469-08-003864","3/31/2008",1
164510,2009,"0001104659-09-021825","3/31/2009",1
164538,2009,"0001276531-09-000003","4/10/2009",0
164543,2007,"0000950129-07-001292","3/9/2007",0
164543,2008,"0000950129-08-001368","2/29/2008",0
164543,2009,"0000950129-09-000675","2/27/2009",0
164557,2006,"0001104659-06-042169","6/16/2006",0
164557,2007,"0001104659-07-047151","6/12/2007",0
164557,2008,"0001144204-08-032396","5/28/2008",0
164557,2009,"0001144204-09-029585","5/27/2009",0
164571,2006,"0001193125-06-059998","3/21/2006",0
164571,2007,"0001104659-07-017239","3/8/2007",0
164571,2008,"0001047469-08-001756","2/27/2008",0
164605,2005,"0000936392-05-000078","3/30/2005",1
164605,2006,"0000936392-06-000301","3/31/2006",0
164605,2007,"0000936392-07-000254","4/2/2007",0
164606,2005,"0000950123-05-003466","3/22/2005",0
164606,2006,"0000950123-06-003858","3/29/2006",0
164606,2007,"0000950123-07-003661","3/13/2007",0
164606,2008,"0000950123-08-002325","2/29/2008",0
164606,2009,"0000950123-09-004016","3/5/2009",0
164607,2006,"0001193125-06-048068","3/8/2006",0
164607,2007,"0001193125-07-041377","2/28/2007",0
164607,2008,"0000950134-08-003512","2/27/2008",0
164607,2009,"0000950129-09-000635","2/26/2009",0
164609,2006,"0000950134-06-005637","3/22/2006",0
164609,2007,"0000950134-07-005979","3/16/2007",0
164609,2008,"0000891618-08-000165","3/14/2008",0
164609,2009,"0000950134-09-005338","3/13/2009",0
164611,2006,"0000950144-06-002979","3/31/2006",0
164611,2007,"0000950137-07-004971","4/2/2007",0
164611,2008,"0000950137-08-004069","3/21/2008",0
164611,2009,"0000950137-09-002074","3/20/2009",0
164612,2006,"0000950135-06-001289","3/1/2006",0
164612,2007,"0000950135-07-001677","3/16/2007",0
164612,2008,"0000950135-08-001657","3/7/2008",0
164612,2009,"0000950135-09-001772","3/16/2009",0
164616,2009,"0001193125-09-193660","9/17/2009",0
164624,2006,"0001144204-06-010309","3/16/2006",0
164624,2007,"0001144204-07-015011","3/28/2007",0
164624,2008,"0001144204-08-019038","3/31/2008",1
164624,2009,"0001144204-09-017776","3/31/2009",0
164652,2006,"0000950123-06-003999","3/31/2006",0
164652,2007,"0000950136-07-001693","3/16/2007",0
164652,2008,"0001332349-08-000010","2/29/2008",0
164652,2009,"0001332349-09-000006","3/2/2009",0
164660,2006,"0000950134-06-006377","3/31/2006",0
164660,2007,"0000950134-07-004538","3/1/2007",0
164660,2008,"0001193125-08-031515","2/14/2008",0
164660,2009,"0001193125-09-042666","3/2/2009",0
164664,2006,"0000950135-06-001822","3/27/2006",0
164664,2007,"0000950135-07-001552","3/12/2007",0
164664,2008,"0001193125-08-055021","3/13/2008",0
164664,2009,"0001193125-09-053962","3/13/2009",0
164665,2006,"0001193125-06-035483","2/21/2006",0
164665,2007,"0000950152-07-001294","2/20/2007",0
164665,2008,"0000950152-08-001179","2/15/2008",0
164668,2006,"0001324592-06-000016","2/27/2006",0
164668,2007,"0000950129-07-001028","2/28/2007",0
164680,2007,"0001104659-07-019936","3/16/2007",0
164680,2008,"0001047469-08-002826","3/14/2008",0
164680,2009,"0001047469-09-003502","3/31/2009",0
164755,2006,"0001047469-06-004382","3/31/2006",0
164755,2007,"0001104659-07-025001","4/2/2007",0
164755,2008,"0001047469-08-002093","2/29/2008",0
164755,2009,"0001047469-09-002818","3/17/2009",0
164756,2006,"0001336047-06-000013","3/16/2006",0
164756,2007,"0001336047-07-000005","2/23/2007",0
164756,2008,"0001336047-08-000005","2/26/2008",0
164756,2009,"0001336047-09-000011","2/24/2009",0
165051,2006,"0001193125-06-062948","3/24/2006",0
165051,2007,"0001193125-07-044848","3/2/2007",0
165051,2008,"0000867773-08-000017","3/3/2008",0
165051,2009,"0000867773-09-000011","2/26/2009",0
165052,2006,"0001193125-06-055119","3/15/2006",0
165052,2007,"0001193125-07-041759","2/28/2007",0
165052,2008,"0001193125-08-035854","2/22/2008",0
165052,2009,"0001193125-09-033942","2/20/2009",0
165053,2006,"0000950135-06-001934","3/30/2006",0
165053,2007,"0000950135-07-001996","4/2/2007",0
165053,2008,"0000950135-08-002181","3/31/2008",0
165053,2009,"0000950135-09-002385","3/31/2009",0
165123,2006,"0001193125-06-094952","5/1/2006",0
165123,2007,"0001193125-07-079805","4/12/2007",0
165123,2008,"0001193125-08-067632","3/28/2008",0
165123,2009,"0001193125-09-066772","3/30/2009",0
165124,2007,"0001144204-07-034314","6/29/2007",0
165124,2008,"0001193125-08-134451","6/16/2008",0
165124,2009,"0001144204-09-032565","6/15/2009",0
165179,2006,"0000950137-06-011067","10/16/2006",0
165179,2007,"0001362310-07-002442","10/15/2007",0
165179,2008,"0001362310-08-005838","10/14/2008",0
165179,2009,"0000950123-09-054275","10/28/2009",0
165224,2007,"0001216596-07-000008","4/2/2007",0
165244,2006,"0000891618-06-000165","4/17/2006",0
165244,2007,"0000891618-07-000173","3/16/2007",0
165244,2008,"0000950134-08-004758","3/14/2008",0
165244,2009,"0001140361-09-010692","4/30/2009",0
165269,2008,"0001144204-08-070640","12/22/2008",0
165358,2006,"0000950137-06-003853","3/28/2006",0
165358,2007,"0001193125-07-029699","2/13/2007",0
165358,2008,"0000950137-08-002615","2/22/2008",0
165358,2009,"0001362310-09-003387","3/6/2009",0
165371,2005,"0001047469-05-004814","2/25/2005",0
165371,2006,"0001104659-06-019488","3/27/2006",0
165394,2007,"0001104659-07-022420","3/26/2007",0
165394,2008,"0001047469-08-002974","3/17/2008",0
165394,2009,"0001144204-09-014321","3/16/2009",0
165442,2009,"0001145443-09-002005","8/19/2009",0
165464,2006,"0000950153-06-000876","3/31/2006",0
165466,2006,"0001035704-06-000138","3/1/2006",0
165466,2007,"0000950134-07-005634","3/14/2007",0
165466,2008,"0001035704-08-000109","3/10/2008",0
165466,2009,"0000950134-09-004580","3/5/2009",0
165468,2009,"0001362310-09-004558","3/31/2009",0
165471,2009,"0001144204-09-035005","6/30/2009",0
165556,2007,"0001193125-07-072085","4/2/2007",0
165556,2008,"0001193125-08-070874","3/31/2008",0
165556,2009,"0001193125-09-069283","3/31/2009",0
165640,2006,"0000950137-06-003538","3/22/2006",0
165640,2007,"0000950137-07-004090","3/20/2007",0
165640,2008,"0000950124-08-001590","3/28/2008",0
165640,2009,"0000950152-09-002567","3/13/2009",0
165649,2006,"0001193125-06-243515","11/29/2006",0
165649,2007,"0001193125-07-229748","10/30/2007",0
165649,2009,"0001193125-09-041412","3/2/2009",0
165650,2006,"0000936392-06-000299","3/31/2006",0
165652,2006,"0000950129-06-003067","3/24/2006",0
165652,2007,"0000950134-07-005096","3/8/2007",0
165652,2008,"0000950134-08-003838","2/29/2008",0
165652,2009,"0000950134-09-005333","3/13/2009",0
165656,2005,"0000950153-05-000683","3/31/2005",0
165656,2006,"0000950153-06-002344","9/13/2006",0
165666,2005,"0001104659-05-063068","12/29/2005",0
165666,2006,"0001104659-06-081974","12/18/2006",0
165666,2007,"0001047469-07-010015","12/13/2007",0
165675,2006,"0001047469-06-003584","3/16/2006",0
